Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,BounceRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor
0,0.0,0,0.0,4,0.0,0.0,0.0,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,2,0.0,0.0,0.0,1,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,2,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,12,0.033333333,0.0,0.0,2,1,3,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,29,0.013793103,0.0,0.0,1,1,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,7.0,0,0.0,10,0.05,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,61.0,0,0.0,5,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,5,0.0,0.0,0.0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,10,0.0,0.0,0.0,1,1,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,96.0,0,0.0,37,0.005128205,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4,111.0,0,0.0,4,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,147.0,0,0.0,2,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3,53.16666667,0,0.0,11,0.0,0.0,0.0,2,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,58.0,0,0.0,7,0.0,0.0,0.0,2,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3,48.5,0,0.0,55,0.0,0.0,0.0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,8.0,0,0.0,14,0.0,0.0,0.0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,32.28571429,0,0.0,8,0.0,0.0,0.0,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,49,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,4,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,11.0,0,0.0,29,0.0,0.0,0.0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,7,0.0,0.0,0.0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,12,0.0,0.0,0.0,1,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,25.5,0,0.0,12,0.0,0.0,0.0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,64.0,0,0.0,15,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3,84.0,0,0.0,27,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,41.0,0,0.0,46,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,25,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,12,0.028571429,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,13,0.0,0.0,0.0,1,1,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,5,0.0,0.0,0.0,1,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,44.5,0,0.0,7,0.0,0.0,0.0,2,1,0,7,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0.0,0,0.0,8,0.028571429,0.0,0.0,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4,61.0,0,0.0,14,0.0,0.0,0.0,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,90.0,0,0.0,25,0.005333333,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,25,0.0112,0.0,0.0,2,1,7,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,2,0.0,0.0,0.0,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,7,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,4,0.0,0.0,0.0,1,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,12,0.0,0.0,0.0,2,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,8,0.025,0.0,0.0,2,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,7,0.057142857,0.0,0.0,2,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,6.0,0,0.0,14,0.028571429,0.0,0.0,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,199.75,0,0.0,8,0.0,0.0,0.0,2,1,1,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0.0,0,0.0,10,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,115.125,0,0.0,46,0.004255319,0.0,0.0,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,40,0.0,0.0,0.0,1,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,66.33333333,0,0.0,15,0.0,0.0,0.0,1,1,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,29,0.006896552,0.0,0.0,1,1,2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,3,0.0,0.0,0.0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,2,0.0,0.0,0.0,0,1,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,38,0.005405405,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,5,0.0,0.0,0.0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,27,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,41,0.0,0.0,0.0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,45.0,0,0.0,9,0.0,0.0,0.0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,112.0,0,0.0,9,0.0,0.0,0.0,2,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2,37.0,0,0.0,15,0.0,0.0,0.0,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,5.5,0,0.0,22,0.0,0.0,0.0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,50.0,0,0.0,13,0.0,0.0,0.0,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,31,0.0,0.0,0.0,1,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,26.0,0,0.0,19,0.015789474,0.0,0.0,1,1,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,13,0.0,0.0,0.0,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,5,0.04,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,21,0.019047619,0.0,0.0,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,5,0.0,0.0,0.0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,8.5,0,0.0,30,0.0,0.0,0.0,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0.0,0,0.0,14,0.0,0.0,0.0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,15,0.003571429,0.0,0.0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,4,0.0,0.0,0.0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5,97.5,0,0.0,24,0.04,0.0,0.0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7,182.0833333,0,0.0,15,0.0,0.0,0.0,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,97.0,0,0.0,15,0.0125,0.0,0.0,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0.0,0,0.0,39,0.017105263,0.0,0.0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,8,0.0,0.0,0.0,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,8,0.0,0.0,0.0,1,1,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,4,0.0,0.0,0.0,1,1,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,1,0.0,0.0,0.0,2,1,2,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,16,0.014285714,0.0,0.0,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,4,0.05,0.0,0.0,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,25.0,0,0.0,6,0.0,0.0,0.0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0.0,0,0.0,16,0.0,0.0,0.0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,10,0.04,0.0,0.0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6,53.38095238,0,0.0,5,0.0,0.0,0.0,1,1,5,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2,8.0,0,0.0,11,0.007692308,0.0,0.0,1,1,2,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,7,0.033333333,0.0,0.0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,4,0.0,0.0,0.0,1,1,2,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,148.0,0,0.0,8,0.0,0.0,0.0,1,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,2,0.0,0.0,0.0,2,1,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,58.0,0,0.0,23,0.004,0.0,0.0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,26,0.023076923,0.0,0.0,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,3.0,0,0.0,3,0.0,0.0,0.0,2,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,34.0,0,0.0,21,0.018181818,0.0,0.0,2,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,7,0.0,0.0,0.0,2,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,9,0.022222222,0.0,0.0,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,7.0,0,0.0,4,0.0,0.0,0.0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,37.5,0,0.0,2,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,6,0.0,0.0,0.0,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,8,0.025,0.0,0.0,2,1,6,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,6,0.0,0.0,0.0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,16.66666667,0,0.0,22,0.001298701,0.0,0.0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4,34.0,0,0.0,46,0.0,0.0,0.0,1,1,6,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4,38.5,0,0.0,33,0.002631579,0.0,0.0,1,1,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,44,0.004545455,0.0,0.0,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7,156.25,0,0.0,37,0.0,0.0,0.0,2,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,15.0,0,0.0,11,0.018181818,0.0,0.0,1,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,3,0.0,0.0,0.0,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,7.0,0,0.0,17,0.0125,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,2,0.0,0.0,0.0,2,1,2,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,7,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,12,0.033333333,0.0,0.0,1,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,14.0,0,0.0,27,0.026666667,0.0,0.0,1,1,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6,145.0,0,0.0,13,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,43.0,0,0.0,37,0.0,0.0,0.0,1,1,3,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4,120.0,0,0.0,13,0.0,0.0,0.0,0,1,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,35,0.005714286,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0.0,0,0.0,34,0.00625,0.0,0.0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,1,0.0,0.0,0.0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,11,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,18.5,0,0.0,12,0.045454545,0.0,0.0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,12,0.0,0.0,0.0,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,4,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,135.0,0,0.0,2,0.0,0.0,0.0,1,1,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,3,0.0,0.0,0.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,11,0.018181818,0.0,0.0,1,1,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4,56.0,0,0.0,31,0.0,0.0,0.0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,102.0,0,0.0,16,0.0,0.0,0.0,2,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,11.0,0,0.0,16,0.0,0.0,0.0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0.0,0,0.0,58,0.003448276,0.0,0.0,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,14,0.014285714,0.0,0.0,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4,185.0,0,0.0,40,0.020512821,0.0,0.0,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,7,0.0,0.0,0.0,2,1,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,84.0,0,0.0,3,0.0,0.0,0.0,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,86.0,0,0.0,22,0.009090909,0.0,0.0,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,24.0,0,0.0,6,0.0,0.0,0.0,1,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,18,0.055555556,0.0,0.0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8,17.34848485,0,0.0,19,0.0,0.0,0.0,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,15,0.014285714,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,15.0,0,0.0,3,0.0,0.0,0.0,2,1,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,2,0.0,0.0,0.0,1,1,0,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,2,0.0,0.0,0.0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
